"Frequency / Hz","Am2:Measured current","Am2:Measured current"
9.9999999999999982,-94.340564804819309,173.80361678698659
10.592098294672173,-95.331232350794551,173.31366252959606
11.219566924716704,-96.321366181503464,172.80255386189413
11.884953648680769,-97.311453601506059,172.26846498948072
12.589701624071507,-98.300134838731935,171.71048780171853
13.335111348179755,-99.285952812709894,171.12788603759756
14.126289023873426,-100.27217084352893,170.5170824179275
14.963339817447252,-101.25540973555674,169.87839722880878
15.847860538827256,-102.23439941933032,169.21111367282751
16.786973308712437,-103.21355212811837,168.51043595044032
17.784101013693757,-104.19253135878239,167.77458969271018
18.835938971557731,-105.16475116429051,167.00679062418547
19.952114924181959,-106.13579450176267,166.20095479127289
21.132713440405745,-107.10216483229898,165.35814178773319
22.386389075442128,-108.0672879283064,164.47350769206301
23.713540431586431,-109.02774230373228,163.54828595788538
25.119316754584272,-109.98370712757293,162.58065851942254
26.609898882384243,-110.93568784316281,161.56839186858014
28.184892897406986,-111.8799464718256,160.51403024397555
29.850746268656714,-112.8170614705945,159.41585224477637
31.625553447185322,-113.75316690419788,158.26507222559096
33.50083752093802,-114.67985856158123,157.07069847421911
35.486160397444991,-115.59846658219155,155.8305316740296
37.579857196542648,-116.50503077230346,154.54977662993343
39.808917197452224,-117.4075184268802,153.21692703267027
42.176296921130316,-118.30279992757434,151.83608611466317
44.662795891022775,-119.18056779117286,150.4241918876854
47.326076668244198,-120.05735624106669,148.95538966731462
50.125313283208015,-120.9159391982307,147.4597143659372
53.078556263269633,-121.75949207811547,145.93456596259742
56.242969628796395,-122.6002752577149,144.35950487439561
59.559261465157824,-123.41921675993004,142.77314287526059
63.091482649842263,-124.22941660355546,141.15392284103143
66.844919786096241,-125.02825663102016,139.51035046606222
70.771408351026182,-125.80338925406294,137.8727527315605
74.962518740629676,-126.57051482882144,136.21302367565536
79.428117553613973,-127.32757940025169,134.53989049283894
84.104289318755249,-128.06174233561711,132.88731649762988
89.126559714794993,-128.79168038157101,131.21875459589211
94.428706326723315,-129.50467455891808,129.56861477538558
99.999999999999986,-130.19814263914768,127.94889675098332
