"Frequency / Hz","Am1:Measured current","Am1:Measured current"
9.9999999999999982,6.0250471530873915,-89.461499781811156
10.592098294672173,5.5254516202518698,-89.493672125611255
11.219566924716704,5.0256094913683933,-89.524183369791075
11.884953648680769,4.5252169266121793,-89.553149333376467
12.589701624071507,4.0248895754663785,-89.580628210035812
13.335111348179755,3.5252934727059539,-89.606677944387997
14.126289023873426,3.0246897167555788,-89.631474636711459
14.963339817447252,2.5247030029224882,-89.655018445424332
15.847860538827256,2.0258808015054943,-89.677367867059615
16.786973308712437,1.5258633376769901,-89.698702648299857
17.784101013693757,1.0246888270984671,-89.719084582213597
18.835938971557731,0.52559569946858786,-89.738452054435072
19.952114924181959,0.025574966371802246,-89.756989332122188
21.132713440405745,-0.473740418314051,-89.774696556868008
22.386389075442128,-0.97430614038950614,-89.791700598387266
23.713540431586431,-1.4745443196805947,-89.808002166448887
25.119316754584272,-1.9747649120168342,-89.823666173987988
26.609898882384243,-2.4754659343929744,-89.838759391942332
28.184892897406986,-2.9749230040322128,-89.853281106396068
29.850746268656714,-3.4736935619153448,-89.867298569954158
31.625553447185322,-3.9753474553028916,-89.880955651662674
33.50083752093802,-4.4756936902958007,-89.894181439032977
35.486160397444991,-4.9757567547201225,-89.907048792686751
37.579857196542648,-5.4736756277525398,-89.919554713565461
39.808917197452224,-5.9741773869266748,-89.931859083638443
42.176296921130316,-6.4759363311521811,-89.943967223258682
44.662795891022775,-6.9734832054903775,-89.955788918880316
47.326076668244198,-7.4765730703724813,-89.967594916720458
50.125313283208015,-7.9757032264888714,-89.979200426027674
53.078556263269633,-8.4729417189523684,-89.990693588644632
56.242969628796395,-8.9759232206832227,-90.002288602356543
59.559261465157824,-9.4735433122447024,-90.013767438148065
63.091482649842263,-9.9739709670739689,-90.025356690288007
66.844919786096241,-10.47592366460486,-90.037065874341224
70.771408351026182,-10.971711708379079,-90.048752642311356
74.962518740629676,-11.471437916095637,-90.060693123843549
79.428117553613973,-11.974039618397999,-90.072905078754772
84.104289318755249,-12.470916991371123,-90.085217807241364
89.126559714794993,-12.97469695409549,-90.09798655884461
94.428706326723315,-13.476635046826566,-90.111036481350155
99.999999999999986,-13.974554552006007,-90.124348262163082
