"Frequency / Hz","Am1:Measured current","Am1:Measured current"
9.9999999999999982,5.8079623802452289,-89.461500830014174
10.592098294672173,5.3083668540730198,-89.493673115151068
11.219566924716704,4.80852473157801,-89.524184303809761
11.884953648680769,4.3081321730651254,-89.55315021526738
12.589701624071507,3.8078048280324301,-89.58062904268013
13.335111348179755,3.308208731412968,-89.606678730863322
14.126289023873426,2.8076049816744435,-89.631475379470302
14.963339817447252,2.3076182741967557,-89.655019147024817
15.847860538827256,1.8087960793803037,-89.677368530032155
16.786973308712437,1.3087786224500935,-89.698703274702623
17.784101013693757,0.80760411926404063,-89.719085174085762
18.835938971557731,0.30851099946084692,-89.738452613913623
19.952114924181959,-0.19150972514135933,-89.75698986114817
21.132713440405745,-0.69082510061524238,-89.77469705719578
22.386389075442128,-1.1913908126139059,-89.791701071490451
23.713540431586431,-1.6916289808244722,-89.808002614092842
25.119316754584272,-2.1918495609234685,-89.823666597582758
26.609898882384243,-2.6925505697719805,-89.838759792881561
28.184892897406986,-3.192007624443101,-89.853281486091348
29.850746268656714,-3.6907781656916985,-89.867298929632781
31.625553447185322,-4.1924320404492779,-89.880955992397233
33.50083752093802,-4.6927782547266998,-89.894181762169353
35.486160397444991,-5.1928412960048913,-89.907049099211804
37.579857196542648,-5.6907601433024695,-89.919555004543241
39.808917197452224,-6.1912618735129481,-89.931859359952142
42.176296921130316,-6.6930207852361301,-89.943967485950097
44.662795891022775,-7.1905676234626466,-89.955789168731428
47.326076668244198,-7.693657447476645,-89.967595154495115
50.125313283208015,-8.1927875581212835,-89.979200652613045
53.078556263269633,-8.6900259998424421,-89.99069380482085
56.242969628796395,-9.1930074439907763,-90.002288808845179
59.559261465157824,-9.6906274716834666,-90.013767635540461
63.091482649842263,-10.191055054503073,-90.02535687929948
66.844919786096241,-10.69300767096863,-90.037066055659508
70.771408351026182,-11.18879562497664,-90.0487528164049
74.962518740629676,-11.688521731245933,-90.060693291287507
79.428117553613973,-12.191123319060198,-90.07290524012538
84.104289318755249,-12.688000565078266,-90.085217963287533
89.126559714794993,-13.191780383350215,-90.097986709792053
94.428706326723315,-13.693718314533086,-90.11103662778936
99.999999999999986,-14.191637639907334,-90.124348404667359
