"Frequency / Hz","Am2:Measured current","Am2:Measured current"
9.9999999999999982,5.8064593612397175,-89.461499787886453
10.592098294672173,5.3068638303561606,-89.493672131924541
11.219566924716704,4.8070217036864662,-89.524183376348773
11.884953648680769,4.3066291414022722,-89.553149340082371
12.589701624071507,3.8063017930394749,-89.580628217177903
13.335111348179755,3.3067056933982641,-89.606677951765491
14.126289023873426,2.8061019409572765,-89.631474644557869
14.963339817447252,2.3061152310465918,-89.655018453535604
15.847860538827256,1.8072930340124305,-89.67736787552036
16.786973308712437,1.3072755751126324,-89.698702657175744
17.784101013693757,0.80610107010777421,-89.719084591471386
18.835938971557731,0.3070079486769785,-89.738452064208118
19.952114924181959,-0.19301277743723083,-89.756989342500191
21.132713440405745,-0.69232815430606764,-89.774696567718479
22.386389075442128,-1.192893867599254,-89.791700609748972
23.713540431586431,-1.693132037030626,-89.808002178523822
25.119316754584272,-2.1933526182891776,-89.823666186817036
26.609898882384243,-2.6940536282435374,-89.838759405377445
28.184892897406986,-3.1935106839719412,-89.853281120539791
29.850746268656714,-3.6922812262853162,-89.867298584856712
31.625553447185322,-4.1939351020881883,-89.880955667343244
33.50083752093802,-4.6942813173961131,-89.894181455707425
35.486160397444991,-5.1943443597554868,-89.907048810260122
37.579857196542648,-5.6922632081375735,-89.919554732171136
39.808917197452224,-6.1927649394941744,-89.931859103302571
42.176296921130316,-6.6945238524529405,-89.943967244077314
44.662795891022775,-7.1920706919913977,-89.955788940848961
47.326076668244198,-7.6951605174035889,-89.967594939898433
50.125313283208015,-8.1942906295520856,-89.979200450654204
53.078556263269633,-8.6915290729049648,-89.990693614641913
56.242969628796395,-9.1945105188917822,-90.002288629912513
59.559261465157824,-9.6921305485517593,-90.013767467305954
63.091482649842263,-10.192558133572271,-90.025356721134685
66.844919786096241,-10.694510752508917,-90.037065907056174
70.771408351026182,-11.190298709203908,-90.048752676890047
74.962518740629676,-11.690024818493521,-90.06069316047666
79.428117553613973,-12.192626409688366,-90.07290511752575
84.104289318755249,-12.689503659430807,-90.085217848289219
89.126559714794993,-13.193283481937252,-90.097986602309319
94.428706326723315,-13.695221417832533,-90.111036527349313
99.999999999999986,-14.193140748443776,-90.124348310879611
