"Frequency / Hz","Am1:Measured current","Am1:Measured current"
9.9999999999999982,-64.777403985796724,113.46445254322643
10.592098294672173,-65.345265091879526,112.26344673851013
11.219566924716704,-65.906902002656167,111.11277869972646
11.884953648680769,-66.463180929634646,110.01117729586156
12.589701624071507,-67.013919976999247,108.95915884460487
13.335111348179755,-67.558877924578596,107.95690984810543
14.126289023873426,-68.100395700899597,106.99973526974739
14.963339817447252,-68.6371268056009,106.08942709776878
15.847860538827256,-69.168888846311333,105.22528310664488
16.786973308712437,-69.698551333016695,104.40169365474068
17.784101013693757,-70.226376746823888,103.61744180538938
18.835938971557731,-70.749260914933274,102.87588127415245
19.952114924181959,-71.270637769502827,102.17079069626521
21.132713440405745,-71.789050141669776,101.50289133270979
22.386389075442128,-72.30675032718402,100.86802604670329
23.713540431586431,-72.822305325372739,100.26671560255804
25.119316754584272,-73.336221479017922,99.697006422013899
26.609898882384243,-73.849175765547571,99.156864422198282
28.184892897406986,-74.359555279580391,98.646617326640651
29.850746268656714,-74.868072270921587,98.164118525089762
31.625553447185322,-75.378481213432806,97.704718681851858
33.50083752093802,-75.886623085326377,97.271052788120414
35.486160397444991,-76.393641549721579,96.86084362299259
37.579857196542648,-76.897743630457811,96.474239003504891
39.808917197452224,-77.403793317997554,96.106431930504797
42.176296921130316,-77.910513972974684,95.757512479598446
44.662795891022775,-78.412450974218032,95.430047974012268
47.326076668244198,-78.919500631560751,95.116665033171429
50.125313283208015,-79.422134282977638,94.822394513129524
53.078556263269633,-79.922487140041511,94.544808131669441
56.242969628796395,-80.428278239829439,94.278937299179404
59.559261465157824,-80.928376961650969,94.029834949615605
63.091482649842263,-81.431027876192701,93.792504591355325
66.844919786096241,-81.934968540213703,93.566961308075179
70.771408351026182,-82.432507796426847,93.355773259260857
74.962518740629676,-82.933808594448834,93.15387541448203
79.428117553613973,-83.437821805036606,92.961264630012025
84.104289318755249,-83.935943298843114,92.780529951801839
89.126559714794993,-84.440847762757414,92.606515111677595
94.428706326723315,-84.943783967540725,92.441810875839494
99.999999999999986,-85.442586129309319,92.286443839840331
