frequency_hz,plecs_magnitude_db,analytical_magnitude_db,magnitude_error_db,plecs_phase_deg,analytical_phase_deg,phase_error_deg
9.999999999999998,-94.34056480481931,-94.34059565532021,3.0850500905899025e-05,173.8036167869866,173.8216741500643,-0.018057363077701893
10.592098294672171,-95.33123235079456,-95.33126601314306,3.366234849977445e-05,173.31366252959606,173.33280353446162,-0.019141004865559808
11.219566924716704,-96.32136618150345,-96.32140564693137,3.9465427917662055e-05,172.80255386189413,172.82283401831194,-0.020280156417811668
11.884953648680767,-97.31145360150606,-97.3114943919131,4.0790407041413346e-05,172.26846498948072,172.2899381871116,-0.021473197630882623
12.589701624071507,-98.30013483873192,-98.3001794013437,4.45626117766551e-05,171.71048780171853,171.73323679841536,-0.0227489966968335
13.335111348179757,-99.2859528127099,-99.28600022803428,4.741532438856666e-05,171.12788603759756,171.15199774208182,-0.02411170448425537
14.126289023873426,-100.27217084352893,-100.27222316681666,5.23232877327473e-05,170.5170824179275,170.54261456393587,-0.025532146008373502
14.963339817447252,-101.25540973555674,-101.25546444324183,5.470768509496793e-05,169.87839722880878,169.90544866908002,-0.027051440271236515
15.847860538827256,-102.23439941933032,-102.23445754261334,5.8123283025679484e-05,169.2111136728275,169.23975434034244,-0.028640667514935103
16.786973308712437,-103.21355212811837,-103.21361321010963,6.108199126231284e-05,168.51043595044032,168.54076951213344,-0.030333561693112188
17.784101013693757,-104.1925313587824,-104.19259714969883,6.57909164232251e-05,167.77458969271018,167.80670273223805,-0.03211303952787148
18.835938971557727,-105.16475116429052,-105.1648233906167,7.22263261820899e-05,167.00679062418547,167.04078581553352,-0.03399519134805473
19.95211492418196,-106.13579450176267,-106.13587006204577,7.556028309352314e-05,166.2009547912729,166.23693940476664,-0.035984613493752704
21.132713440405745,-107.10216483229898,-107.1022448411236,8.000882462511072e-05,165.3581417877332,165.39622355551148,-0.038081767778294306
22.38638907544213,-108.0672879283064,-108.06737824535725,9.031705084794339e-05,164.473507692063,164.51379287199208,-0.040285179929071546
23.71354043158643,-109.02774230373228,-109.02783862203536,9.63183030791015e-05,163.54828595788538,163.59090663219385,-0.04262067430846628
25.119316754584272,-109.98370712757291,-109.98381496620028,0.0001078386273718479,162.58065851942254,162.625724856381,-0.04506633695845608
26.609898882384243,-110.9356878431628,-110.93581027316273,0.00012242999993361536,161.56839186858014,161.61604533535035,-0.04765346677021398
28.184892897406986,-111.8799464718256,-111.88008453254858,0.00013806072297484207,160.51403024397555,160.56442656164626,-0.05039631767070318
29.850746268656717,-112.8170614705945,-112.81722101441964,0.0001595438251484893,159.41585224477635,159.46912985068133,-0.053277605904980874
31.62555344718532,-113.75316690419788,-113.75335224275922,0.00018533856133728932,158.26507222559096,158.32141641081407,-0.0563441852231108
33.50083752093802,-114.67985856158124,-114.68006304233796,0.00020448075672163668,157.0706984742191,157.13032267558,-0.05962420136089008
35.48616039744499,-115.59846658219156,-115.59869555262709,0.0002289704355291633,155.8305316740296,155.89359993549107,-0.06306826146146705
37.57985719654265,-116.50503077230346,-116.50528171176231,0.0002509394588514624,154.54977662993343,154.6164949199972,-0.06671829006376129
39.808917197452224,-117.4075184268802,-117.40779397090029,0.00027554402008433954,153.21692703267027,153.28750842588042,-0.07058139321014778
42.17629692113032,-118.30279992757434,-118.30310257596189,0.00030264838754590073,151.83608611466315,151.91074290156854,-0.07465678690539335
44.662795891022775,-119.18056779117286,-119.18089919158079,0.0003314004079300048,150.4241918876854,150.50312491050047,-0.07893302281507886
47.3260766682442,-120.05735624106669,-120.05771879330688,0.0003625522401904391,148.95538966731462,149.03890214430993,-0.08351247699530973
50.125313283208015,-120.9159391982307,-120.91633486186907,0.00039566363837195695,147.4597143659372,147.5480157836741,-0.08830141773688638
53.07855626326963,-121.75949207811549,-121.75992173356937,0.0004296554538854025,145.93456596259742,146.0278859126348,-0.09331995003736893
56.2429696287964,-122.6002752577149,-122.60074230887778,0.0004670511628859231,144.3595048743956,144.4582133791722,-0.09870850477659587
59.559261465157824,-123.41921675993004,-123.41972168904464,0.0005049291145979851,142.7731428752606,142.87747259267505,-0.1043297174144584
63.091482649842256,-124.22941660355546,-124.22996270346152,0.0005460999060602489,141.15392284103143,141.26422073481194,-0.11029789378051191
66.84491978609624,-125.02825663102016,-125.02884159746631,0.0005849664461550219,139.51035046606222,139.626977810091,-0.11662734402878527
70.77140835102618,-125.80338925406294,-125.80402191844003,0.000632664377093306,137.8727527315605,137.9959996193031,-0.12324688774259585
74.96251874062966,-126.57051482882144,-126.5711881090405,0.0006732802190612119,136.21302367565536,136.3433135409774,-0.1302898653220268
79.42811755361397,-127.32757940025168,-127.32830196484659,0.0007225645949091586,134.53989049283894,134.67764543106722,-0.13775493822828366
84.10428931875525,-128.0617423356171,-128.06251035657564,0.0007680209585316788,132.88731649762988,133.0329093405918,-0.14559284296191777
89.126559714795,-128.791680381571,-128.7924949665577,0.0008145849866991739,131.2187545958921,131.3727716625051,-0.15401706661299386
94.42870632672333,-129.50467455891808,-129.50553618153162,0.0008616226135416127,129.56861477538558,129.73150842814556,-0.16289365275997625
99.99999999999999,-130.19814263914768,-130.19904603044705,0.0009033912993743343,127.94889675098332,128.12109471572327,-0.17219796473995075
