frequency_hz,plecs_magnitude_db,analytical_magnitude_db,magnitude_error_db,plecs_phase_deg,analytical_phase_deg,phase_error_deg
9.999999999999998,5.5799699968384155,5.579970069827719,-7.29893034900897e-08,-89.46149904579022,-89.44349904295808,-0.01800000283213876
10.592098294672171,5.080374468930232,5.080374551008227,-8.207799506720903e-08,-89.49367143033845,-89.47460565040265,-0.01906577993580072
11.219566924716704,4.580532344432336,4.580532436701057,-9.22687215521023e-08,-89.52418271285764,-89.50398748933644,-0.02019522352119907
11.884953648680767,4.0801397836115125,4.080139887294266,-1.0368275304983854e-07,-89.55314871305785,-89.53175579315167,-0.021392919906176644
12.589701624071507,3.5798124359447927,3.5798125524224256,-1.164776328721473e-07,-89.58062762416088,-89.55796615776639,-0.022661466394495733
13.335111348179757,3.080216336325265,3.080216467120282,-1.3079501703927576e-07,-89.60667739115802,-89.58267418705844,-0.024003204099571462
14.126289023873426,2.5796125831630503,2.579612730045595,-1.4688254479366947e-07,-89.63147411439742,-89.60604679026078,-0.025427324136643392
14.963339817447252,2.079625871815052,2.079626036725901,-1.649108489765183e-07,-89.65501795229521,-89.62808393640395,-0.02693401589125699
15.847860538827256,1.580803672615292,1.5808038576877559,-1.8507246379861897e-07,-89.67736740148396,-89.64884124807882,-0.028526153405138643
16.786973308712437,1.0807862107568762,1.080786418485907,-2.077290308655222e-07,-89.69870220880581,-89.66848565218748,-0.030216556618327672
17.784101013693757,0.5796117019788498,0.5796119351881005,-2.3320925068848197e-07,-89.71908416745957,-89.68707278062868,-0.032011386830888
18.835938971557727,0.0805185759276718,0.08051883759797805,-2.6167030625634524e-07,-89.73845166289799,-89.70454696752569,-0.0339046953722999
19.95211492418196,-0.4195021557344216,-0.4195018620798862,-2.9365453541041475e-07,-89.75698896272729,-89.72107515036924,-0.03591381235804647
21.132713440405745,-0.9188175391297976,-0.9188172096511196,-3.294786780072556e-07,-89.77469620829622,-89.73665731818389,-0.038038890112332524
22.38638907544213,-1.4193832600524123,-1.4193828902759311,-3.6977648121272466e-07,-89.79170026949436,-89.75140476293919,-0.040295506555168004
23.71354043158643,-1.9196214383043968,-1.9196210233342978,-4.149700989497518e-07,-89.80800185632143,-89.76531747690987,-0.04268437941155412
25.119316754584272,-2.419842029670936,-2.419841564022105,-4.6564883104949217e-07,-89.82366588147335,-89.7784511043288,-0.04521477714455102
26.609898882384243,-2.920543051194544,-2.920542528609963,-5.225845809420093e-07,-89.83875911602048,-89.79086129064476,-0.04789782537572762
28.184892897406986,-3.420000120054059,-3.419999533754472,-5.862995871019905e-07,-89.85328084626408,-89.80254803115211,-0.05073281511197081
29.850746268656717,-3.9187706772293143,-3.9187700195355903,-6.576937239266556e-07,-89.86729832455268,-89.81356697298668,-0.053731351566000285
31.62555344718532,-4.420424569930368,-4.420423831690189,-7.382401792099813e-07,-89.88095542033707,-89.82402941538797,-0.056926004949104936
33.50083752093802,-4.920770804317193,-4.920769975903973,-8.284132206881623e-07,-89.8941812212215,-89.83387970434764,-0.06030151687386365
35.48616039744499,-5.4208338681502655,-5.420832938632076,-9.295181895296878e-07,-89.90704858739846,-89.8431734888232,-0.06387509857526652
37.57985719654265,-5.9187527406367,-5.918751698189561,-1.0424471392767032e-06,-89.91955452016771,-89.8519107667959,-0.0676437533718115
39.808917197452224,-6.419254499267395,-6.419253329474034,-1.169793360844551e-06,-89.93185890154811,-89.86020283953064,-0.07165606201746755
42.17629692113032,-6.921013442989245,-6.921012129908445,-1.3130807996475369e-06,-89.94396705191086,-89.86804970570698,-0.07591734620388024
44.662795891022775,-7.418560316805447,-7.418558844334473,-1.4724709735958186e-06,-89.9557887575823,-89.87539571257796,-0.08039304500434241
47.3260766682442,-7.921650181197775,-7.921648527863306,-1.6533344684432905e-06,-89.96759476509163,-89.88240781387191,-0.08518695121972542
50.125313283208015,-8.420780336807871,-8.420778482096988,-1.854710882653876e-06,-89.97920028344616,-89.88897470558459,-0.09022557786157392
53.07855626326963,-8.918018828762918,-8.918016749052486,-2.079710432312254e-06,-89.99069345459553,-89.89515203859098,-0.09554141600455068
56.2429696287964,-9.421000329943437,-9.420997994874632,-2.335068804981688e-06,-90.00228847655494,-89.90105111563193,-0.10123736092300817
59.559261465157824,-9.918620420951376,-9.918617802371424,-2.6185799519851116e-06,-90.01376732008528,-89.90656063287919,-0.10720668720608728
63.091482649842256,-10.419048075195771,-10.419045136801453,-2.9383943189742467e-06,-90.02535657963982,-89.91179189328102,-0.11356468635879935
66.84491978609624,-10.921000772080392,-10.920997473667523,-3.298412869057188e-06,-90.0370657706759,-89.9167448965081,-0.12032087416778836
70.77140835102618,-11.41678881516924,-11.416785117875033,-3.697294205906587e-06,-90.04875254525159,-89.92136399052848,-0.12738855472311172
74.96251874062966,-11.916515022134757,-11.916510873969731,-4.148165025696926e-06,-90.0606930330964,-89.92576047855877,-0.13493255453762742
79.42811755361397,-12.419116723636316,-12.419112066512238,-4.657124078377706e-06,-90.07290499409635,-89.92993436041024,-0.14297063368610452
84.10428931875525,-12.915994095739984,-12.91598887410429,-5.22163569449674e-06,-90.08521772831541,-89.93382998414366,-0.15138774417175682
89.126559714795,-13.419774057458236,-13.419768193591015,-5.863867221123087e-06,-90.0979864853898,-89.9375586531479,-0.1604278322418935
94.42870632672333,-13.921712149108767,-13.921705566800123,-6.582308644809132e-06,-90.11103641321304,-89.94106471553066,-0.16997169768238507
99.99999999999999,-14.419631653083613,-14.419624271150187,-7.381933425421039e-06,-90.12434819895176,-89.94434817117882,-0.1800000277729481
